Model Size,Model Type,Value,value
1.7,bloom-unseen 0s,16,0.127299231380864
3.0,bloom-unseen 0s,16,0.207271087781324
7.1,bloom-unseen 0s,16,0.191863057804897
0.56,bloom-unseen 0s,17,0.0976361410730466
1.1,bloom-unseen 0s,17,0.106358217184501
1.7,bloom-unseen 0s,17,0.0366300366300366
3.0,bloom-unseen 0s,17,0.149873659444946
7.1,bloom-unseen 0s,17,0.131864892297481
0.56,bloom-unseen 0s,18,0.0721369539551358
1.1,bloom-unseen 0s,18,0.0911652200149655
1.7,bloom-unseen 0s,18,0.238316149686255
3.0,bloom-unseen 0s,18,0.129103648964276
7.1,bloom-unseen 0s,18,0.0354420354420354
0.56,bloom-unseen 0s,19,0.0804796937818456
1.1,bloom-unseen 0s,19,0.0754322529748209
1.7,bloom-unseen 0s,19,0.11492467092813
3.0,bloom-unseen 0s,19,0.127882686419272
7.1,bloom-unseen 0s,19,0.12061923623791
0.56,bloom-unseen 0s,20,0.4309586504712
1.1,bloom-unseen 0s,20,0.192815904972684
1.7,bloom-unseen 0s,20,0.425110992422851
3.0,bloom-unseen 0s,20,0.350991661032229
7.1,bloom-unseen 0s,20,0.285612761222517
0.56,bloom-unseen 0s,21,0.136139841219759
1.1,bloom-unseen 0s,21,0.0649350649350649
1.7,bloom-unseen 0s,21,0.0281870595771941
3.0,bloom-unseen 0s,21,0.0314663310258024
7.1,bloom-unseen 0s,21,0.0609005506964691
0.56,bloom-unseen 0s,22,0.127603730602231
1.1,bloom-unseen 0s,22,0.120014627410003
1.7,bloom-unseen 0s,22,0.0279365079365079
3.0,bloom-unseen 0s,22,0.238676942231745
7.1,bloom-unseen 0s,22,0.136407123662601
0.56,bloom-unseen 0s,23,0.283593003882859
1.1,bloom-unseen 0s,23,0.344993981990549
1.7,bloom-unseen 0s,23,0.463248626576639
3.0,bloom-unseen 0s,23,0.380258454581913
7.1,bloom-unseen 0s,23,0.427048100203684
0.56,bloom-unseen 0s,24,0.0616842784544648
1.1,bloom-unseen 0s,24,0.0517228029423151
1.7,bloom-unseen 0s,24,0.0367872470876763
3.0,bloom-unseen 0s,24,0.0426246242840129
7.1,bloom-unseen 0s,24,0.0565925076844094
0.56,bloom-unseen 0s,25,0.373842489615713
1.1,bloom-unseen 0s,25,0.176541834466991
1.7,bloom-unseen 0s,25,0.393816251110742
3.0,bloom-unseen 0s,25,0.240875064852518
7.1,bloom-unseen 0s,25,0.276726592995767
0.56,bloom-unseen 0s,26,0.0558677785835146
1.1,bloom-unseen 0s,26,0.038265306122449
1.7,bloom-unseen 0s,26,0.0425520322545494
3.0,bloom-unseen 0s,26,0.0557741989193602
7.1,bloom-unseen 0s,26,0.056221198156682
0.56,bloom-unseen 0s,27,0.242934154793993
1.1,bloom-unseen 0s,27,0.18419399766414
1.7,bloom-unseen 0s,27,0.217854832934872
3.0,bloom-unseen 0s,27,0.0696784527764594
7.1,bloom-unseen 0s,27,0.103153854593947
0.56,bloom-unseen 0s,28,0.334563584563585
1.1,bloom-unseen 0s,28,0.217832231625335
1.7,bloom-unseen 0s,28,0.254121905789822
3.0,bloom-unseen 0s,28,0.291672224445334
7.1,bloom-unseen 0s,28,0.21717099325795
0.56,bloom-unseen 0s,29,0.111907534913348
1.1,bloom-unseen 0s,29,0.0697738554881412
1.7,bloom-unseen 0s,29,0.0608089495235294
3.0,bloom-unseen 0s,29,0.10976294029577
7.1,bloom-unseen 0s,29,0.166093922563902
0.56,bloom-unseen 0s,30,0.259234637391743
1.1,bloom-unseen 0s,30,0.169797781505413
1.7,bloom-unseen 0s,30,0.154330531426156
3.0,bloom-unseen 0s,30,0.269130140387432
7.1,bloom-unseen 0s,30,0.103334951700122
0.56,bloom-unseen 0s,31,0.254070513463117
1.1,bloom-unseen 0s,31,0.18202380952381
1.7,bloom-unseen 0s,31,0.204013126460339
3.0,bloom-unseen 0s,31,0.0711360711360711
7.1,bloom-unseen 0s,31,0.119744394625911
0.56,bloom-unseen 0s,32,0.233500734944834
1.1,bloom-unseen 0s,32,0.127309503521023
1.7,bloom-unseen 0s,32,0.0729407102765941
3.0,bloom-unseen 0s,32,0.232712535075818
7.1,bloom-unseen 0s,32,0.130716516120727
0.56,bloom-unseen 0s,33,0.0674014852218092
1.1,bloom-unseen 0s,33,0.0244530244530244
1.7,bloom-unseen 0s,33,0.0367872470876763
3.0,bloom-unseen 0s,33,0.0958941679438574
7.1,bloom-unseen 0s,33,0.102413413050699
0.56,bloom-unseen 0s,34,0.279032425487391
1.1,bloom-unseen 0s,34,0.147851999925963
1.7,bloom-unseen 0s,34,0.244394294590834
3.0,bloom-unseen 0s,34,0.147509513077432
7.1,bloom-unseen 0s,34,0.0876322751322751
0.56,bloom-unseen 0s,35,0.206427732003036
1.1,bloom-unseen 0s,35,0.155905544035796
1.7,bloom-unseen 0s,35,0.122502681402207
3.0,bloom-unseen 0s,35,0.0490234803598859
7.1,bloom-unseen 0s,35,0.0918606734041754
0.56,bloom-unseen 0s,36,0.37129193557765
1.1,bloom-unseen 0s,36,0.142220983726162
1.7,bloom-unseen 0s,36,0.326594287399027
3.0,bloom-unseen 0s,36,0.300145999443661
7.1,bloom-unseen 0s,36,0.170624599692923
0.56,bloom-unseen 0s,37,0.297982243744956
1.1,bloom-unseen 0s,37,0.170521496628154
1.7,bloom-unseen 0s,37,0.457427652992169
3.0,bloom-unseen 0s,37,0.318435036838312
7.1,bloom-unseen 0s,37,0.322175647313001
0.56,bloom-unseen 0s,38,0.192346390300028
1.1,bloom-unseen 0s,38,0.155730577621625
1.7,bloom-unseen 0s,38,0.310346046635243
3.0,bloom-unseen 0s,38,0.186135915847094
7.1,bloom-unseen 0s,38,0.232997597874075
0.56,bloom-unseen 0s,39,0.264963791092323
1.1,bloom-unseen 0s,39,0.156600608693632
1.7,bloom-unseen 0s,39,0.255185596251079
3.0,bloom-unseen 0s,39,0.204821110501838
7.1,bloom-unseen 0s,39,0.152350235465649
0.56,bloom-unseen 0s,40,0.0262891270730017
1.1,bloom-unseen 0s,40,0.0465162907268171
1.7,bloom-unseen 0s,40,0.0366300366300366
3.0,bloom-unseen 0s,40,0.0397828362114076
7.1,bloom-unseen 0s,40,0.0483204738523888
0.56,bloom-unseen 0s,41,0.0759537733221944
1.1,bloom-unseen 0s,41,0.0493345809939696
1.7,bloom-unseen 0s,41,0.0746548666188986
3.0,bloom-unseen 0s,41,0.0893340069541443
7.1,bloom-unseen 0s,41,0.0788046510589863
0.56,bloom-unseen 0s,42,0.332029263080682
1.1,bloom-unseen 0s,42,0.229007228045564
1.7,bloom-unseen 0s,42,0.351657587252693
3.0,bloom-unseen 0s,42,0.159077412513256
7.1,bloom-unseen 0s,42,0.13997856039348
0.56,bloom-unseen 0s,43,0.235266316987994
1.1,bloom-unseen 0s,43,0.113789930007442
1.7,bloom-unseen 0s,43,0.0786894414801392
3.0,bloom-unseen 0s,43,0.100536851327898
7.1,bloom-unseen 0s,43,0.192197853819391
0.56,bloom-unseen 0s,44,0.130258889710109
1.1,bloom-unseen 0s,44,0.126567075249135
1.7,bloom-unseen 0s,44,0.101908030479459
3.0,bloom-unseen 0s,44,0.168656415393342
7.1,bloom-unseen 0s,44,0.122491548214032
0.56,bloom-unseen 0s,45,0.299084643256055
1.1,bloom-unseen 0s,45,0.179249373470207
1.7,bloom-unseen 0s,45,0.296735360943413
3.0,bloom-unseen 0s,45,0.0896324121046268
7.1,bloom-unseen 0s,45,0.0788039112055128
0.56,bloom-unseen 0s,46,0.220986942182955
1.1,bloom-unseen 0s,46,0.0786934444865479
1.7,bloom-unseen 0s,46,0.0585470465607452
3.0,bloom-unseen 0s,46,0.162777204975362
7.1,bloom-unseen 0s,46,0.0959660556635194
0.56,bloom-unseen 0s,47,0.217988784337514
1.1,bloom-unseen 0s,47,0.0927604505586157
1.7,bloom-unseen 0s,47,0.0663869549199466
3.0,bloom-unseen 0s,47,0.167716556019528
7.1,bloom-unseen 0s,47,0.20678957458821
0.56,bloom-unseen 0s,48,0.350841306478561
1.1,bloom-unseen 0s,48,0.202807313555889
1.7,bloom-unseen 0s,48,0.330430846662387
3.0,bloom-unseen 0s,48,0.167087403893172
7.1,bloom-unseen 0s,48,0.150623864169386
0.56,bloom-unseen 0s,49,0.226925525412097
1.1,bloom-unseen 0s,49,0.0809747862379441
1.7,bloom-unseen 0s,49,0.225704475756028
3.0,bloom-unseen 0s,49,0.215175524713403
7.1,bloom-unseen 0s,49,0.0847211087073915
0.56,bloom-unseen 0s,50,0.209297837239014
1.1,bloom-unseen 0s,50,0.0665733139306078
1.7,bloom-unseen 0s,50,0.0280612244897959
3.0,bloom-unseen 0s,50,0.110710918576674
7.1,bloom-unseen 0s,50,0.0244530244530244
0.56,bloom-unseen 0s,51,0.128808696391114
1.1,bloom-unseen 0s,51,0.107316487913503
1.7,bloom-unseen 0s,51,0.0704348076563018
3.0,bloom-unseen 0s,51,0.0387146728610143
7.1,bloom-unseen 0s,51,0.0504745551634998
0.56,bloom-unseen 0s,52,0.160334346504559
1.1,bloom-unseen 0s,52,0.0951741941784289
1.7,bloom-unseen 0s,52,0.11708501126203
3.0,bloom-unseen 0s,52,0.0302076777847703
7.1,bloom-unseen 0s,52,0.0447280859651994
0.56,bloom-unseen 0s,53,0.321508539240546
1.1,bloom-unseen 0s,53,0.218758572078492
1.7,bloom-unseen 0s,53,0.471979963128636
3.0,bloom-unseen 0s,53,0.130837434092018
7.1,bloom-unseen 0s,53,0.226990933819237
0.56,bloom-unseen 0s,54,0.4204719287442
1.1,bloom-unseen 0s,54,0.223077975664183
1.7,bloom-unseen 0s,54,0.285952610262009
3.0,bloom-unseen 0s,54,0.211067503924647
7.1,bloom-unseen 0s,54,0.262091738864953
0.56,bloom-unseen 0s,55,0.226168430335097
1.1,bloom-unseen 0s,55,0.130593519089649
1.7,bloom-unseen 0s,55,0.309076808289141
3.0,bloom-unseen 0s,55,0.194822472848789
7.1,bloom-unseen 0s,55,0.109605151489968
0.56,bloom-unseen 0s,56,0.254175281388101
1.1,bloom-unseen 0s,56,0.130835122324484
1.7,bloom-unseen 0s,56,0.131477856037838
3.0,bloom-unseen 0s,56,0.175648939122213
7.1,bloom-unseen 0s,56,0.104749501031765
0.56,bloom-unseen 0s,57,0.0979152723036117
1.1,bloom-unseen 0s,57,0.064238184916151
1.7,bloom-unseen 0s,57,0.0939717072125174
3.0,bloom-unseen 0s,57,0.0549803499112255
7.1,bloom-unseen 0s,57,0.0279365079365079
0.56,bloom-unseen 0s,58,0.339285964661904
1.1,bloom-unseen 0s,58,0.319475319566181
1.7,bloom-unseen 0s,58,0.417966541768513
3.0,bloom-unseen 0s,58,0.322653599060829
7.1,bloom-unseen 0s,58,0.387845987392414
0.56,bloom-unseen 0s,59,0.24987740209524
1.1,bloom-unseen 0s,59,0.193306986509265
1.7,bloom-unseen 0s,59,0.182493356680431
3.0,bloom-unseen 0s,59,0.0979825070722717
7.1,bloom-unseen 0s,59,0.0851146898831089
0.56,bloom-unseen 0s,60,0.249416344090051
1.1,bloom-unseen 0s,60,0.218121427234728
1.7,bloom-unseen 0s,60,0.244324821716126
3.0,bloom-unseen 0s,60,0.126319286401613
7.1,bloom-unseen 0s,60,0.131238803913463
0.56,bloom-unseen 0s,61,0.0986132497434787
1.1,bloom-unseen 0s,61,0.0369458128078818
1.7,bloom-unseen 0s,61,0.0429544024257681
3.0,bloom-unseen 0s,61,0.108473705794375
7.1,bloom-unseen 0s,61,0.0565329580107905
0.56,bloom-unseen 0s,62,0.36753526287798
1.1,bloom-unseen 0s,62,0.186735799411856
1.7,bloom-unseen 0s,62,0.230748586619053
3.0,bloom-unseen 0s,62,0.36717495663944
7.1,bloom-unseen 0s,62,0.0822824680483985
0.56,bloom-unseen 0s,63,0.231561710732316
1.1,bloom-unseen 0s,63,0.148933803340545
1.7,bloom-unseen 0s,63,0.225305705902721
3.0,bloom-unseen 0s,63,0.0810005955926146
7.1,bloom-unseen 0s,63,0.0755766421401096
0.56,bloom-unseen 0s,64,0.349001380421898
1.1,bloom-unseen 0s,64,0.294594290346137
1.7,bloom-unseen 0s,64,0.530818189746761
3.0,bloom-unseen 0s,64,0.295629211549507
7.1,bloom-unseen 0s,64,0.071228046279691
0.56,bloom-unseen 0s,65,0.406200830619621
1.1,bloom-unseen 0s,65,0.178153797556783
1.7,bloom-unseen 0s,65,0.437419021259771
3.0,bloom-unseen 0s,65,0.327077989396049
7.1,bloom-unseen 0s,65,0.316177190835377
0.56,bloom-unseen 0s,66,0.329557406457103
1.1,bloom-unseen 0s,66,0.192164535398068
1.7,bloom-unseen 0s,66,0.371138225799576
3.0,bloom-unseen 0s,66,0.325626784004598
7.1,bloom-unseen 0s,66,0.57678466225656
0.56,bloom-unseen 0s,67,0.111353008334868
1.1,bloom-unseen 0s,67,0.0795713127267762
1.7,bloom-unseen 0s,67,0.191445502488276
3.0,bloom-unseen 0s,67,0.0929423383792676
7.1,bloom-unseen 0s,67,0.0589555915824274
0.56,bloom-unseen 0s,68,0.207589944221628
1.1,bloom-unseen 0s,68,0.119552257054825
1.7,bloom-unseen 0s,68,0.115424450045696
3.0,bloom-unseen 0s,68,0.207208940128195
7.1,bloom-unseen 0s,68,0.138385138385138
0.56,bloom-unseen 0s,69,0.207925656556133
1.1,bloom-unseen 0s,69,0.125510775738867
1.7,bloom-unseen 0s,69,0.0390790462526474
3.0,bloom-unseen 0s,69,0.160558760427378
7.1,bloom-unseen 0s,69,0.121085168746218
0.56,bloom-unseen 0s,70,0.115116137198981
1.1,bloom-unseen 0s,70,0.0737910809695456
1.7,bloom-unseen 0s,70,0.118535329744753
3.0,bloom-unseen 0s,70,0.174033373571281
7.1,bloom-unseen 0s,70,0.173019588938602
0.56,bloom-unseen 0s,71,0.163969658932087
1.1,bloom-unseen 0s,71,0.165775358321942
1.7,bloom-unseen 0s,71,0.214822843600299
3.0,bloom-unseen 0s,71,0.140316032887975
7.1,bloom-unseen 0s,71,0.206034420457146
0.56,bloom-unseen 0s,72,0.0990340140049442
1.1,bloom-unseen 0s,72,0.103893249607535
1.7,bloom-unseen 0s,72,0.0555879494655005
3.0,bloom-unseen 0s,72,0.0585291825601903
7.1,bloom-unseen 0s,72,0.0243433696348495
0.56,bloom-unseen 0s,73,0.0472336674661255
1.1,bloom-unseen 0s,73,0.0611465386891066
1.7,bloom-unseen 0s,73,0.128232673337446
3.0,bloom-unseen 0s,73,0.128629597986785
7.1,bloom-unseen 0s,73,0.189351931563713
0.56,bloom-unseen 0s,74,0.188537373707883
1.1,bloom-unseen 0s,74,0.103203255177252
1.7,bloom-unseen 0s,74,0.114653120452034
3.0,bloom-unseen 0s,74,0.119450383193691
7.1,bloom-unseen 0s,74,0.0571226644929953
0.56,bloom-unseen 0s,75,0.435575104081004
1.1,bloom-unseen 0s,75,0.221800574878391
1.7,bloom-unseen 0s,75,0.37981825027785
3.0,bloom-unseen 0s,75,0.238062312766875
7.1,bloom-unseen 0s,75,0.16483451221231
0.56,bloom-unseen 0s,76,0.0526874964299994
1.1,bloom-unseen 0s,76,0.0336696143147756
1.7,bloom-unseen 0s,76,0.0417744562613778
3.0,bloom-unseen 0s,76,0.0549422336328626
7.1,bloom-unseen 0s,76,0.0628189490067943
0.56,bloom-unseen 0s,77,0.0703861323360308
1.1,bloom-unseen 0s,77,0.0367872470876763
1.7,bloom-unseen 0s,77,0.0733169369001511
3.0,bloom-unseen 0s,77,0.0986216476119244
7.1,bloom-unseen 0s,77,0.0955799067723304
0.56,bloom-unseen 0s,78,0.0402332361516035
1.1,bloom-unseen 0s,78,0.0415947200798127
1.7,bloom-unseen 0s,78,0.06019113048491
3.0,bloom-unseen 0s,78,0.10828885400314
7.1,bloom-unseen 0s,78,0.126661478243419
0.56,bloom-unseen 0s,79,0.146482495000481
1.1,bloom-unseen 0s,79,0.124378268850703
1.7,bloom-unseen 0s,79,0.0389255189255189
3.0,bloom-unseen 0s,79,0.186691344525446
7.1,bloom-unseen 0s,79,0.133297713089854
0.56,bloom-unseen 0s,80,0.234832943427009
1.1,bloom-unseen 0s,80,0.098286704009194
1.7,bloom-unseen 0s,80,0.205911905460989
3.0,bloom-unseen 0s,80,0.13781047302642
7.1,bloom-unseen 0s,80,0.0425213237264887
0.56,bloom-unseen 0s,81,0.0760206702829654
1.1,bloom-unseen 0s,81,0.0461711290020596
1.7,bloom-unseen 0s,81,0.0580021482277121
3.0,bloom-unseen 0s,81,0.0730236144674085
7.1,bloom-unseen 0s,81,0.0518153621601897
0.56,bloom-unseen 0s,82,0.24989991671526
1.1,bloom-unseen 0s,82,0.13507505026302
1.7,bloom-unseen 0s,82,0.222966306850441
3.0,bloom-unseen 0s,82,0.212755410646878
7.1,bloom-unseen 0s,82,0.105724299065421
0.56,bloom-unseen 0s,83,0.18239017218609
1.1,bloom-unseen 0s,83,0.138703221177448
1.7,bloom-unseen 0s,83,0.0553366248109262
3.0,bloom-unseen 0s,83,0.26661311674343
7.1,bloom-unseen 0s,83,0.129681709392124
0.56,bloom-unseen 0s,84,0.0759983004869759
1.1,bloom-unseen 0s,84,0.0703619513901032
1.7,bloom-unseen 0s,84,0.109713203463203
3.0,bloom-unseen 0s,84,0.0902815838595655
7.1,bloom-unseen 0s,84,0.130640885446304
0.56,bloom-unseen 0s,85,0.102677770659833
1.1,bloom-unseen 0s,85,0.0816473988439306
1.7,bloom-unseen 0s,85,0.0674311026217185
3.0,bloom-unseen 0s,85,0.0617078666230692
7.1,bloom-unseen 0s,85,0.0364684335272571
0.56,bloom-unseen 0s,86,0.317876432123799
1.1,bloom-unseen 0s,86,0.16533646383044
1.7,bloom-unseen 0s,86,0.378665918004146
3.0,bloom-unseen 0s,86,0.132545574143756
7.1,bloom-unseen 0s,86,0.125765250667895
0.56,bloom-unseen 0s,87,0.273407764280359
1.1,bloom-unseen 0s,87,0.0912639632316182
1.7,bloom-unseen 0s,87,0.274172640730307
3.0,bloom-unseen 0s,87,0.191769029615424
7.1,bloom-unseen 0s,87,0.149849294907061
0.56,bloom-unseen 0s,88,0.220075087022864
1.1,bloom-unseen 0s,88,0.238201054911501
1.7,bloom-unseen 0s,88,0.23397989909998
3.0,bloom-unseen 0s,88,0.0493234738829452
7.1,bloom-unseen 0s,88,0.150930022358594
0.56,bloom-unseen 0s,89,0.27736830379988
1.1,bloom-unseen 0s,89,0.146328006886461
1.7,bloom-unseen 0s,89,0.263504292142166
3.0,bloom-unseen 0s,89,0.161714402011327
7.1,bloom-unseen 0s,89,0.182897549263608
0.56,bloom-unseen 0s,90,0.168392089049849
1.1,bloom-unseen 0s,90,0.177673452673453
1.7,bloom-unseen 0s,90,0.188415316986746
3.0,bloom-unseen 0s,90,0.0703323186199899
7.1,bloom-unseen 0s,90,0.124980903298781
0.56,bloom-unseen 0s,91,0.299760403580712
1.1,bloom-unseen 0s,91,0.120069475038419
1.7,bloom-unseen 0s,91,0.376946288356774
3.0,bloom-unseen 0s,91,0.241824051232849
7.1,bloom-unseen 0s,91,0.173779096547513
0.56,bloom-unseen 0s,92,0.205712277612367
1.1,bloom-unseen 0s,92,0.173839834779526
1.7,bloom-unseen 0s,92,0.119502833279974
3.0,bloom-unseen 0s,92,0.256749470731715
7.1,bloom-unseen 0s,92,0.157414414312576
0.56,bloom-unseen 0s,93,0.205215102261061
1.1,bloom-unseen 0s,93,0.134476703607211
1.7,bloom-unseen 0s,93,0.108460366821371
3.0,bloom-unseen 0s,93,0.206853761067143
7.1,bloom-unseen 0s,93,0.16237383907541
0.56,bloom-unseen 0s,94,0.316203613443894
1.1,bloom-unseen 0s,94,0.23426092941476
1.7,bloom-unseen 0s,94,0.338918639642438
3.0,bloom-unseen 0s,94,0.344807152934431
7.1,bloom-unseen 0s,94,0.284303021100774
0.56,bloom-unseen 0s,95,0.140933140933141
1.1,bloom-unseen 0s,95,0.207858851123898
1.7,bloom-unseen 0s,95,0.208311121320059
3.0,bloom-unseen 0s,95,0.142770543391661
7.1,bloom-unseen 0s,95,0.140376458112407
0.56,bloom-unseen 0s,96,0.345765784068466
1.1,bloom-unseen 0s,96,0.346440117179559
1.7,bloom-unseen 0s,96,0.454572087982438
3.0,bloom-unseen 0s,96,0.403122593359317
7.1,bloom-unseen 0s,96,0.39867788729122
0.56,bloom-unseen 0s,97,0.353569119955675
1.1,bloom-unseen 0s,97,0.325491419315422
1.7,bloom-unseen 0s,97,0.284392124378743
3.0,bloom-unseen 0s,97,0.349886112475726
7.1,bloom-unseen 0s,97,0.404436762602465
0.56,bloom-unseen 0s,98,0.0860873975541888
1.1,bloom-unseen 0s,98,0.0414268716155509
1.7,bloom-unseen 0s,98,0.0366300366300366
3.0,bloom-unseen 0s,98,0.0371057513914657
7.1,bloom-unseen 0s,98,0.0831090781339537
0.56,bloom-unseen 0s,99,0.43844295077973
1.1,bloom-unseen 0s,99,0.189727600441886
1.7,bloom-unseen 0s,99,0.454222040386129
3.0,bloom-unseen 0s,99,0.273849134670758
7.1,bloom-unseen 0s,99,0.247379583758752
0.56,bloom-unseen 0s,100,0.146468841236283
1.1,bloom-unseen 0s,100,0.0628385505121833
1.7,bloom-unseen 0s,100,0.0278128950695322
3.0,bloom-unseen 0s,100,0.0963737256420183
7.1,bloom-unseen 0s,100,0.188644282546722
0.56,bloom-unseen 0s,101,0.248177426438296
1.1,bloom-unseen 0s,101,0.158944584989218
1.7,bloom-unseen 0s,101,0.247823925641569
3.0,bloom-unseen 0s,101,0.195451183077363
7.1,bloom-unseen 0s,101,0.112672899234872
0.56,bloom-unseen 0s,102,0.0574344023323615
1.1,bloom-unseen 0s,102,0.0367872470876763
1.7,bloom-unseen 0s,102,0.114786298536021
3.0,bloom-unseen 0s,102,0.110750093783037
7.1,bloom-unseen 0s,102,0.042989417989418
0.56,bloom-unseen 0s,103,0.136237582413398
1.1,bloom-unseen 0s,103,0.0866807925355935
1.7,bloom-unseen 0s,103,0.132203077426316
3.0,bloom-unseen 0s,103,0.158444245983898
7.1,bloom-unseen 0s,103,0.0703488372093023
0.56,bloom-unseen 0s,104,0.162708536992562
1.1,bloom-unseen 0s,104,0.106548331491405
1.7,bloom-unseen 0s,104,0.0890641104926819
3.0,bloom-unseen 0s,104,0.165567245759577
7.1,bloom-unseen 0s,104,0.169608068607159
0.56,bloom-unseen 0s,105,0.0628687102371313
1.1,bloom-unseen 0s,105,0.0577200577200577
1.7,bloom-unseen 0s,105,0.111795973450109
3.0,bloom-unseen 0s,105,0.0399078847512627
7.1,bloom-unseen 0s,105,0.130749152807976
0.56,bloom-unseen 0s,106,0.286782597845494
1.1,bloom-unseen 0s,106,0.0516220073068042
1.7,bloom-unseen 0s,106,0.41769633874897
3.0,bloom-unseen 0s,106,0.26871170397921
7.1,bloom-unseen 0s,106,0.21671110321252
0.56,bloom-unseen 0s,107,0.395635656676213
1.1,bloom-unseen 0s,107,0.144759079409694
1.7,bloom-unseen 0s,107,0.370392218011266
3.0,bloom-unseen 0s,107,0.307140525073656
7.1,bloom-unseen 0s,107,0.171998498396014
0.56,bloom-unseen 0s,108,0.37441110415458
1.1,bloom-unseen 0s,108,0.125229955229955
1.7,bloom-unseen 0s,108,0.335984325943078
3.0,bloom-unseen 0s,108,0.310233158235207
7.1,bloom-unseen 0s,108,0.135706290973049
0.56,bloom-unseen 0s,109,0.107139666373116
1.1,bloom-unseen 0s,109,0.0551159572898703
1.7,bloom-unseen 0s,109,0.102278673707245
3.0,bloom-unseen 0s,109,0.0850043953492229
7.1,bloom-unseen 0s,109,0.03147804576376
0.56,bloom-unseen 0s,110,0.330994932600366
1.1,bloom-unseen 0s,110,0.206613814756672
