Model Size,Model Type,Value,value
0.56,bloom-unseen 0s,133,0.3
1.1,bloom-unseen 0s,133,0.4
1.7,bloom-unseen 0s,133,1.0
3.0,bloom-unseen 0s,133,1.6
7.1,bloom-unseen 0s,133,5.3
0.56,bloom-unseen 0s,134,0.1
1.1,bloom-unseen 0s,134,0.9
1.7,bloom-unseen 0s,134,0.5
3.0,bloom-unseen 0s,134,0.6
7.1,bloom-unseen 0s,134,0.9
0.56,bloom-unseen 0s,135,0.6
1.1,bloom-unseen 0s,135,1.1
1.7,bloom-unseen 0s,135,2.0
3.0,bloom-unseen 0s,135,2.4
7.1,bloom-unseen 0s,135,6.1
0.56,bloom-unseen 0s,136,0.7
1.1,bloom-unseen 0s,136,1.7
1.7,bloom-unseen 0s,136,2.1
3.0,bloom-unseen 0s,136,8.3
7.1,bloom-unseen 0s,136,14.8
0.56,bloom-unseen 0s,137,0.6
1.1,bloom-unseen 0s,137,0.5
1.7,bloom-unseen 0s,137,0.8
3.0,bloom-unseen 0s,137,1.7
7.1,bloom-unseen 0s,137,3.7
0.56,bloom-unseen 0s,138,0.7
1.1,bloom-unseen 0s,138,0.8
1.7,bloom-unseen 0s,138,0.7
3.0,bloom-unseen 0s,138,0.5
7.1,bloom-unseen 0s,138,1.1
0.56,bloom-unseen 0s,139,0.1
1.1,bloom-unseen 0s,139,0.2
1.7,bloom-unseen 0s,139,0.2
3.0,bloom-unseen 0s,139,0.2
7.1,bloom-unseen 0s,139,0.2
0.56,bloom-unseen 0s,140,0.2
1.1,bloom-unseen 0s,140,0.3
1.7,bloom-unseen 0s,140,0.4
3.0,bloom-unseen 0s,140,0.5
7.1,bloom-unseen 0s,140,0.9
0.56,bloom-unseen 0s,141,0.2
1.1,bloom-unseen 0s,141,0.3
1.7,bloom-unseen 0s,141,0.3
3.0,bloom-unseen 0s,141,0.3
7.1,bloom-unseen 0s,141,0.8
0.56,bloom-unseen 0s,142,0.9
1.1,bloom-unseen 0s,142,1.0
1.7,bloom-unseen 0s,142,1.3
3.0,bloom-unseen 0s,142,2.7
7.1,bloom-unseen 0s,142,5.0
0.56,bloom-unseen 0s,143,0.0
1.1,bloom-unseen 0s,143,0.1
1.7,bloom-unseen 0s,143,0.3
3.0,bloom-unseen 0s,143,0.7
7.1,bloom-unseen 0s,143,1.2
0.56,bloom-unseen 0s,144,0.1
1.1,bloom-unseen 0s,144,0.1
1.7,bloom-unseen 0s,144,0.1
3.0,bloom-unseen 0s,144,0.1
7.1,bloom-unseen 0s,144,0.1
0.56,bloom-unseen 0s,145,0.8
1.1,bloom-unseen 0s,145,1.0
1.7,bloom-unseen 0s,145,1.0
3.0,bloom-unseen 0s,145,1.0
7.1,bloom-unseen 0s,145,2.4
0.56,bloom-unseen 0s,146,0.3
1.1,bloom-unseen 0s,146,0.3
1.7,bloom-unseen 0s,146,0.4
3.0,bloom-unseen 0s,146,0.6
7.1,bloom-unseen 0s,146,0.9
0.56,bloom-unseen 0s,147,0.3
1.1,bloom-unseen 0s,147,0.4
1.7,bloom-unseen 0s,147,0.5
3.0,bloom-unseen 0s,147,1.1
7.1,bloom-unseen 0s,147,1.5
0.56,bloom-unseen 0s,148,0.5
1.1,bloom-unseen 0s,148,0.8
1.7,bloom-unseen 0s,148,0.8
3.0,bloom-unseen 0s,148,1.3
7.1,bloom-unseen 0s,148,1.9
0.56,bloom-unseen 0s,149,0.0
1.1,bloom-unseen 0s,149,0.2
1.7,bloom-unseen 0s,149,0.1
3.0,bloom-unseen 0s,149,0.1
7.1,bloom-unseen 0s,149,0.1
0.56,bloom-unseen 0s,150,0.1
1.1,bloom-unseen 0s,150,0.1
1.7,bloom-unseen 0s,150,0.1
3.0,bloom-unseen 0s,150,0.1
7.1,bloom-unseen 0s,150,0.4
0.56,bloom-unseen 0s,151,0.1
1.1,bloom-unseen 0s,151,0.2
1.7,bloom-unseen 0s,151,1.3
3.0,bloom-unseen 0s,151,2.2
7.1,bloom-unseen 0s,151,8.3
0.56,bloom-unseen 0s,152,0.4
1.1,bloom-unseen 0s,152,0.3
1.7,bloom-unseen 0s,152,0.3
3.0,bloom-unseen 0s,152,0.6
7.1,bloom-unseen 0s,152,1.0
0.56,bloom-unseen 0s,153,0.1
1.1,bloom-unseen 0s,153,0.3
1.7,bloom-unseen 0s,153,0.3
3.0,bloom-unseen 0s,153,0.4
7.1,bloom-unseen 0s,153,0.5
0.56,bloom-unseen 0s,154,1.1
1.1,bloom-unseen 0s,154,1.8
1.7,bloom-unseen 0s,154,4.2
3.0,bloom-unseen 0s,154,9.0
7.1,bloom-unseen 0s,154,16.3
0.56,bloom-unseen 0s,155,1.3
1.1,bloom-unseen 0s,155,1.6
1.7,bloom-unseen 0s,155,1.3
3.0,bloom-unseen 0s,155,2.3
7.1,bloom-unseen 0s,155,5.2
0.56,bloom-unseen 0s,156,0.3
1.1,bloom-unseen 0s,156,0.2
1.7,bloom-unseen 0s,156,0.4
3.0,bloom-unseen 0s,156,0.3
7.1,bloom-unseen 0s,156,0.4
0.56,bloom-unseen 0s,157,0.2
1.1,bloom-unseen 0s,157,2.3
1.7,bloom-unseen 0s,157,4.9
3.0,bloom-unseen 0s,157,0.4
7.1,bloom-unseen 0s,157,3.0
0.56,bloom-unseen 0s,158,1.3
1.1,bloom-unseen 0s,158,1.9
1.7,bloom-unseen 0s,158,6.4
3.0,bloom-unseen 0s,158,10.0
7.1,bloom-unseen 0s,158,24.1
0.564,xglm-unseen 0s,0,0.0
1.7,xglm-unseen 0s,0,0.3
2.9,xglm-unseen 0s,0,0.8
7.5,xglm-unseen 0s,0,0.1
0.564,xglm-unseen 0s,1,0.9
1.7,xglm-unseen 0s,1,2.8
2.9,xglm-unseen 0s,1,2.9
7.5,xglm-unseen 0s,1,3.8
0.564,xglm-unseen 0s,2,0.6
1.7,xglm-unseen 0s,2,7.2
2.9,xglm-unseen 0s,2,9.3
7.5,xglm-unseen 0s,2,14.4
0.564,xglm-unseen 0s,3,0.4
1.7,xglm-unseen 0s,3,9.6
2.9,xglm-unseen 0s,3,13.3
7.5,xglm-unseen 0s,3,17.9
0.564,xglm-unseen 0s,4,0.6
1.7,xglm-unseen 0s,4,6.8
2.9,xglm-unseen 0s,4,8.7
7.5,xglm-unseen 0s,4,12.0
0.564,xglm-unseen 0s,5,1.6
1.7,xglm-unseen 0s,5,6.6
2.9,xglm-unseen 0s,5,7.4
7.5,xglm-unseen 0s,5,9.3
0.564,xglm-unseen 0s,6,0.4
1.7,xglm-unseen 0s,6,8.4
2.9,xglm-unseen 0s,6,11.7
7.5,xglm-unseen 0s,6,17.2
0.564,xglm-unseen 0s,7,1.4
1.7,xglm-unseen 0s,7,2.6
2.9,xglm-unseen 0s,7,2.6
7.5,xglm-unseen 0s,7,2.6
0.564,xglm-unseen 0s,8,0.7
1.7,xglm-unseen 0s,8,1.1
2.9,xglm-unseen 0s,8,1.3
7.5,xglm-unseen 0s,8,1.5
0.564,xglm-unseen 0s,9,0.1
1.7,xglm-unseen 0s,9,0.1
2.9,xglm-unseen 0s,9,0.2
7.5,xglm-unseen 0s,9,0.2
0.564,xglm-unseen 0s,10,0.7
1.7,xglm-unseen 0s,10,8.1
2.9,xglm-unseen 0s,10,9.7
7.5,xglm-unseen 0s,10,16.2
0.564,xglm-unseen 0s,11,1.2
1.7,xglm-unseen 0s,11,0.8
2.9,xglm-unseen 0s,11,0.6
7.5,xglm-unseen 0s,11,0.9
0.564,xglm-unseen 0s,12,0.4
1.7,xglm-unseen 0s,12,9.9
2.9,xglm-unseen 0s,12,13.5
7.5,xglm-unseen 0s,12,20.5
0.564,xglm-unseen 0s,13,0.3
1.7,xglm-unseen 0s,13,3.4
2.9,xglm-unseen 0s,13,5.0
7.5,xglm-unseen 0s,13,8.4
0.564,xglm-unseen 0s,14,0.8
1.7,xglm-unseen 0s,14,7.4
2.9,xglm-unseen 0s,14,11.3
7.5,xglm-unseen 0s,14,13.8
0.564,xglm-unseen 0s,15,0.1
1.7,xglm-unseen 0s,15,1.0
2.9,xglm-unseen 0s,15,1.1
7.5,xglm-unseen 0s,15,1.8
0.564,xglm-unseen 0s,16,4.5
1.7,xglm-unseen 0s,16,16.1
2.9,xglm-unseen 0s,16,19.5
7.5,xglm-unseen 0s,16,25.6
0.564,xglm-unseen 0s,17,0.0
1.7,xglm-unseen 0s,17,3.9
2.9,xglm-unseen 0s,17,2.8
7.5,xglm-unseen 0s,17,11.4
0.564,xglm-unseen 0s,18,1.1
1.7,xglm-unseen 0s,18,1.4
2.9,xglm-unseen 0s,18,1.0
7.5,xglm-unseen 0s,18,1.0
0.564,xglm-unseen 0s,19,0.1
1.7,xglm-unseen 0s,19,0.3
2.9,xglm-unseen 0s,19,0.3
7.5,xglm-unseen 0s,19,0.4
0.564,xglm-unseen 0s,20,0.8
1.7,xglm-unseen 0s,20,1.1
2.9,xglm-unseen 0s,20,1.4
7.5,xglm-unseen 0s,20,2.7
0.564,xglm-unseen 0s,21,0.1
1.7,xglm-unseen 0s,21,0.5
2.9,xglm-unseen 0s,21,1.2
7.5,xglm-unseen 0s,21,1.3
0.564,xglm-unseen 0s,22,0.4
1.7,xglm-unseen 0s,22,1.4
2.9,xglm-unseen 0s,22,1.7
7.5,xglm-unseen 0s,22,1.6
0.564,xglm-unseen 0s,23,1.3
1.7,xglm-unseen 0s,23,2.6
2.9,xglm-unseen 0s,23,2.5
7.5,xglm-unseen 0s,23,4.6
0.564,xglm-unseen 0s,24,0.2
1.7,xglm-unseen 0s,24,0.4
2.9,xglm-unseen 0s,24,1.2
7.5,xglm-unseen 0s,24,1.6
0.564,xglm-unseen 0s,25,1.5
1.7,xglm-unseen 0s,25,2.2
2.9,xglm-unseen 0s,25,2.5
7.5,xglm-unseen 0s,25,2.5
0.564,xglm-unseen 0s,26,0.0
1.7,xglm-unseen 0s,26,3.6
2.9,xglm-unseen 0s,26,1.7
7.5,xglm-unseen 0s,26,6.1
0.564,xglm-unseen 0s,27,0.0
1.7,xglm-unseen 0s,27,0.1
2.9,xglm-unseen 0s,27,0.4
7.5,xglm-unseen 0s,27,0.1
0.564,xglm-unseen 0s,28,0.5
1.7,xglm-unseen 0s,28,3.6
2.9,xglm-unseen 0s,28,3.6
7.5,xglm-unseen 0s,28,6.5
0.564,xglm-unseen 0s,29,0.0
1.7,xglm-unseen 0s,29,0.2
2.9,xglm-unseen 0s,29,0.5
7.5,xglm-unseen 0s,29,0.3
0.564,xglm-unseen 0s,30,0.6
1.7,xglm-unseen 0s,30,1.4
2.9,xglm-unseen 0s,30,1.4
7.5,xglm-unseen 0s,30,1.8
0.564,xglm-unseen 0s,31,1.4
1.7,xglm-unseen 0s,31,2.0
2.9,xglm-unseen 0s,31,2.6
7.5,xglm-unseen 0s,31,2.4
0.564,xglm-unseen 0s,32,2.5
1.7,xglm-unseen 0s,32,3.4
2.9,xglm-unseen 0s,32,4.4
7.5,xglm-unseen 0s,32,3.6
0.564,xglm-unseen 0s,33,0.7
1.7,xglm-unseen 0s,33,0.9
2.9,xglm-unseen 0s,33,1.9
7.5,xglm-unseen 0s,33,2.6
0.564,xglm-unseen 0s,34,0.5
1.7,xglm-unseen 0s,34,0.7
2.9,xglm-unseen 0s,34,1.6
7.5,xglm-unseen 0s,34,1.6
0.564,xglm-unseen 0s,35,0.1
1.7,xglm-unseen 0s,35,0.0
2.9,xglm-unseen 0s,35,0.1
7.5,xglm-unseen 0s,35,0.1
0.564,xglm-unseen 0s,36,0.2
1.7,xglm-unseen 0s,36,1.8
2.9,xglm-unseen 0s,36,2.1
7.5,xglm-unseen 0s,36,3.9
0.564,xglm-unseen 0s,37,0.9
1.7,xglm-unseen 0s,37,0.6
2.9,xglm-unseen 0s,37,1.4
7.5,xglm-unseen 0s,37,0.8
0.564,xglm-unseen 0s,38,1.2
1.7,xglm-unseen 0s,38,3.3
2.9,xglm-unseen 0s,38,8.9
7.5,xglm-unseen 0s,38,13.6
0.564,xglm-unseen 0s,39,2.3
1.7,xglm-unseen 0s,39,2.9
2.9,xglm-unseen 0s,39,1.9
7.5,xglm-unseen 0s,39,1.9
0.564,xglm-unseen 0s,40,0.2
1.7,xglm-unseen 0s,40,1.3
2.9,xglm-unseen 0s,40,1.2
7.5,xglm-unseen 0s,40,1.4
0.564,xglm-unseen 0s,41,0.0
1.7,xglm-unseen 0s,41,0.0
2.9,xglm-unseen 0s,41,0.1
7.5,xglm-unseen 0s,41,0.1
0.564,xglm-unseen 0s,42,0.9
1.7,xglm-unseen 0s,42,3.7
2.9,xglm-unseen 0s,42,2.6
7.5,xglm-unseen 0s,42,6.3
0.564,xglm-unseen 0s,43,0.6
1.7,xglm-unseen 0s,43,0.6
2.9,xglm-unseen 0s,43,0.9
7.5,xglm-unseen 0s,43,0.9
0.564,xglm-unseen 0s,44,0.9
1.7,xglm-unseen 0s,44,1.7
2.9,xglm-unseen 0s,44,2.1
7.5,xglm-unseen 0s,44,1.9
0.564,xglm-unseen 0s,45,2.2
1.7,xglm-unseen 0s,45,2.1
2.9,xglm-unseen 0s,45,2.5
7.5,xglm-unseen 0s,45,2.6
0.564,xglm-unseen 0s,46,0.6
1.7,xglm-unseen 0s,46,1.0
2.9,xglm-unseen 0s,46,0.7
7.5,xglm-unseen 0s,46,0.7
0.564,xglm-unseen 0s,47,1.0
1.7,xglm-unseen 0s,47,5.1
2.9,xglm-unseen 0s,47,6.3
7.5,xglm-unseen 0s,47,9.2
0.564,xglm-unseen 0s,48,1.1
1.7,xglm-unseen 0s,48,1.0
2.9,xglm-unseen 0s,48,1.3
7.5,xglm-unseen 0s,48,1.0
0.564,xglm-unseen 0s,49,0.1
1.7,xglm-unseen 0s,49,0.6
2.9,xglm-unseen 0s,49,0.6
7.5,xglm-unseen 0s,49,0.4
0.564,xglm-unseen 0s,50,0.7
1.7,xglm-unseen 0s,50,0.8
2.9,xglm-unseen 0s,50,0.9
7.5,xglm-unseen 0s,50,1.3
0.564,xglm-unseen 0s,51,0.8
1.7,xglm-unseen 0s,51,0.8
2.9,xglm-unseen 0s,51,1.0
7.5,xglm-unseen 0s,51,0.8
0.564,xglm-unseen 0s,52,4.1
1.7,xglm-unseen 0s,52,17.9
2.9,xglm-unseen 0s,52,22.6
7.5,xglm-unseen 0s,52,29.3
0.564,xglm-unseen 0s,53,0.6
1.7,xglm-unseen 0s,53,0.9
2.9,xglm-unseen 0s,53,1.1
7.5,xglm-unseen 0s,53,1.4
0.564,xglm-unseen 0s,54,0.1
1.7,xglm-unseen 0s,54,0.1
2.9,xglm-unseen 0s,54,0.2
7.5,xglm-unseen 0s,54,0.2
0.564,xglm-unseen 0s,55,0.5
1.7,xglm-unseen 0s,55,1.1
2.9,xglm-unseen 0s,55,1.6
7.5,xglm-unseen 0s,55,1.5
0.564,xglm-unseen 0s,56,0.0
1.7,xglm-unseen 0s,56,0.2
2.9,xglm-unseen 0s,56,0.3
7.5,xglm-unseen 0s,56,0.2
0.564,xglm-unseen 0s,57,0.0
1.7,xglm-unseen 0s,57,3.3
2.9,xglm-unseen 0s,57,2.3
7.5,xglm-unseen 0s,57,9.1
0.564,xglm-unseen 0s,58,0.9
1.7,xglm-unseen 0s,58,1.3
2.9,xglm-unseen 0s,58,2.2
7.5,xglm-unseen 0s,58,2.7
0.564,xglm-unseen 0s,59,0.6
1.7,xglm-unseen 0s,59,0.8
2.9,xglm-unseen 0s,59,1.0
7.5,xglm-unseen 0s,59,0.8
0.564,xglm-unseen 0s,60,0.0
1.7,xglm-unseen 0s,60,0.1
2.9,xglm-unseen 0s,60,0.0
7.5,xglm-unseen 0s,60,0.0
0.564,xglm-unseen 0s,61,0.3
1.7,xglm-unseen 0s,61,0.5
2.9,xglm-unseen 0s,61,0.6
7.5,xglm-unseen 0s,61,0.5
0.564,xglm-unseen 0s,62,1.3
1.7,xglm-unseen 0s,62,2.2
2.9,xglm-unseen 0s,62,3.0
7.5,xglm-unseen 0s,62,2.5
0.564,xglm-unseen 0s,63,0.7
1.7,xglm-unseen 0s,63,1.2
2.9,xglm-unseen 0s,63,1.8
7.5,xglm-unseen 0s,63,1.6
0.564,xglm-unseen 0s,64,1.2
1.7,xglm-unseen 0s,64,2.8
2.9,xglm-unseen 0s,64,3.7
7.5,xglm-unseen 0s,64,6.6
0.564,xglm-unseen 0s,65,0.5
1.7,xglm-unseen 0s,65,0.4
2.9,xglm-unseen 0s,65,0.3
7.5,xglm-unseen 0s,65,0.7
0.564,xglm-unseen 0s,66,0.9
1.7,xglm-unseen 0s,66,1.7
2.9,xglm-unseen 0s,66,1.3
7.5,xglm-unseen 0s,66,1.2
0.564,xglm-unseen 0s,67,1.0
1.7,xglm-unseen 0s,67,1.7
2.9,xglm-unseen 0s,67,2.3
7.5,xglm-unseen 0s,67,1.6
0.564,xglm-unseen 0s,68,0.1
1.7,xglm-unseen 0s,68,0.2
2.9,xglm-unseen 0s,68,0.3
7.5,xglm-unseen 0s,68,0.1
0.564,xglm-unseen 0s,69,0.1
1.7,xglm-unseen 0s,69,1.0
2.9,xglm-unseen 0s,69,1.4
7.5,xglm-unseen 0s,69,2.2
0.564,xglm-unseen 0s,70,0.0
1.7,xglm-unseen 0s,70,0.9
2.9,xglm-unseen 0s,70,1.1
7.5,xglm-unseen 0s,70,1.2
0.564,xglm-unseen 0s,71,0.1
1.7,xglm-unseen 0s,71,0.0
2.9,xglm-unseen 0s,71,0.5
7.5,xglm-unseen 0s,71,0.3
0.564,xglm-unseen 0s,72,0.6
1.7,xglm-unseen 0s,72,0.7
2.9,xglm-unseen 0s,72,1.1
7.5,xglm-unseen 0s,72,0.9
0.564,xglm-unseen 0s,73,0.2
1.7,xglm-unseen 0s,73,1.2
2.9,xglm-unseen 0s,73,0.9
7.5,xglm-unseen 0s,73,1.0
0.564,xglm-unseen 0s,74,1.5
1.7,xglm-unseen 0s,74,5.8
2.9,xglm-unseen 0s,74,7.9
7.5,xglm-unseen 0s,74,10.2
0.564,xglm-unseen 0s,75,0.2
1.7,xglm-unseen 0s,75,0.3
2.9,xglm-unseen 0s,75,0.6
7.5,xglm-unseen 0s,75,0.5
0.564,xglm-unseen 0s,76,0.4
1.7,xglm-unseen 0s,76,0.6
2.9,xglm-unseen 0s,76,0.5
7.5,xglm-unseen 0s,76,0.7
0.564,xglm-unseen 0s,77,0.9
1.7,xglm-unseen 0s,77,1.1
2.9,xglm-unseen 0s,77,1.8
7.5,xglm-unseen 0s,77,2.0
0.564,xglm-unseen 0s,78,0.6
1.7,xglm-unseen 0s,78,1.3
2.9,xglm-unseen 0s,78,2.0
7.5,xglm-unseen 0s,78,2.5
0.564,xglm-unseen 0s,79,0.2
1.7,xglm-unseen 0s,79,0.7
2.9,xglm-unseen 0s,79,0.8
7.5,xglm-unseen 0s,79,0.8
0.564,xglm-unseen 0s,80,0.7
1.7,xglm-unseen 0s,80,1.5
2.9,xglm-unseen 0s,80,1.7
7.5,xglm-unseen 0s,80,1.6
0.564,xglm-unseen 0s,81,0.6
1.7,xglm-unseen 0s,81,0.7
2.9,xglm-unseen 0s,81,0.7
7.5,xglm-unseen 0s,81,0.6
0.564,xglm-unseen 0s,82,0.0
1.7,xglm-unseen 0s,82,0.4
2.9,xglm-unseen 0s,82,0.1
7.5,xglm-unseen 0s,82,0.3
0.564,xglm-unseen 0s,83,0.7
1.7,xglm-unseen 0s,83,1.5
2.9,xglm-unseen 0s,83,1.0
7.5,xglm-unseen 0s,83,1.2
0.564,xglm-unseen 0s,84,0.5
1.7,xglm-unseen 0s,84,1.0
2.9,xglm-unseen 0s,84,1.5
7.5,xglm-unseen 0s,84,2.0
0.564,xglm-unseen 0s,85,0.2
1.7,xglm-unseen 0s,85,0.8
2.9,xglm-unseen 0s,85,0.9
7.5,xglm-unseen 0s,85,0.5
0.564,xglm-unseen 0s,86,2.0
1.7,xglm-unseen 0s,86,6.1
2.9,xglm-unseen 0s,86,7.1
7.5,xglm-unseen 0s,86,11.4
0.564,xglm-unseen 0s,87,1.9
1.7,xglm-unseen 0s,87,2.9
2.9,xglm-unseen 0s,87,3.5
7.5,xglm-unseen 0s,87,6.0
0.564,xglm-unseen 0s,88,0.9
1.7,xglm-unseen 0s,88,1.6
2.9,xglm-unseen 0s,88,1.5
7.5,xglm-unseen 0s,88,1.5
0.564,xglm-unseen 0s,89,0.1
1.7,xglm-unseen 0s,89,0.3
2.9,xglm-unseen 0s,89,0.5
7.5,xglm-unseen 0s,89,0.8
0.564,xglm-unseen 0s,90,2.2
1.7,xglm-unseen 0s,90,4.7
2.9,xglm-unseen 0s,90,4.3
7.5,xglm-unseen 0s,90,9.0
0.564,xglm-unseen 0s,91,0.4
1.7,xglm-unseen 0s,91,0.9
2.9,xglm-unseen 0s,91,1.0
7.5,xglm-unseen 0s,91,1.3
0.564,xglm-unseen 0s,92,1.5
1.7,xglm-unseen 0s,92,4.1
2.9,xglm-unseen 0s,92,5.3
7.5,xglm-unseen 0s,92,10.6
0.564,xglm-unseen 0s,93,0.9
1.7,xglm-unseen 0s,93,1.8
2.9,xglm-unseen 0s,93,1.7
7.5,xglm-unseen 0s,93,2.4
0.564,xglm-unseen 0s,94,0.2
1.7,xglm-unseen 0s,94,1.0
2.9,xglm-unseen 0s,94,1.7
7.5,xglm-unseen 0s,94,1.8
0.564,xglm-unseen 0s,95,0.9
1.7,xglm-unseen 0s,95,2.1
2.9,xglm-unseen 0s,95,1.4
7.5,xglm-unseen 0s,95,1.7
0.564,xglm-unseen 0s,96,1.9
1.7,xglm-unseen 0s,96,2.4
2.9,xglm-unseen 0s,96,2.3
7.5,xglm-unseen 0s,96,2.0
0.564,xglm-unseen 0s,97,0.4
1.7,xglm-unseen 0s,97,0.8
2.9,xglm-unseen 0s,97,1.0
7.5,xglm-unseen 0s,97,1.0
0.564,xglm-unseen 0s,98,0.0
1.7,xglm-unseen 0s,98,4.0
2.9,xglm-unseen 0s,98,2.6
7.5,xglm-unseen 0s,98,12.0
0.564,xglm-unseen 0s,99,0.0
1.7,xglm-unseen 0s,99,3.8
2.9,xglm-unseen 0s,99,2.9
7.5,xglm-unseen 0s,99,7.9
0.564,xglm-unseen 0s,100,0.2
1.7,xglm-unseen 0s,100,0.4
2.9,xglm-unseen 0s,100,0.1
7.5,xglm-unseen 0s,100,0.2
0.564,xglm-unseen 0s,101,0.2
1.7,xglm-unseen 0s,101,1.3
2.9,xglm-unseen 0s,101,1.8
7.5,xglm-unseen 0s,101,2.8
0.564,xglm-unseen 0s,102,0.0
1.7,xglm-unseen 0s,102,0.1
2.9,xglm-unseen 0s,102,0.2
7.5,xglm-unseen 0s,102,0.1
0.564,xglm-unseen 0s,103,0.9
1.7,xglm-unseen 0s,103,3.6
2.9,xglm-unseen 0s,103,4.6
7.5,xglm-unseen 0s,103,5.5
0.564,xglm-unseen 0s,104,1.6
1.7,xglm-unseen 0s,104,8.7
2.9,xglm-unseen 0s,104,15.3
7.5,xglm-unseen 0s,104,17.4
0.564,xglm-unseen 0s,105,1.4
1.7,xglm-unseen 0s,105,2.8
2.9,xglm-unseen 0s,105,2.4
7.5,xglm-unseen 0s,105,2.6
0.564,xglm-unseen 0s,106,0.0
1.7,xglm-unseen 0s,106,0.5
2.9,xglm-unseen 0s,106,0.6
7.5,xglm-unseen 0s,106,0.5
0.564,xglm-unseen 0s,107,0.6
1.7,xglm-unseen 0s,107,0.9
2.9,xglm-unseen 0s,107,0.8
7.5,xglm-unseen 0s,107,1.1
0.564,xglm-unseen 0s,108,0.8
1.7,xglm-unseen 0s,108,1.4
2.9,xglm-unseen 0s,108,1.4
7.5,xglm-unseen 0s,108,1.5
0.564,xglm-unseen 0s,109,1.1
1.7,xglm-unseen 0s,109,3.8
2.9,xglm-unseen 0s,109,8.8
7.5,xglm-unseen 0s,109,13.6
0.564,xglm-unseen 0s,110,1.0
1.7,xglm-unseen 0s,110,1.7
2.9,xglm-unseen 0s,110,5.2
7.5,xglm-unseen 0s,110,7.8
0.564,xglm-unseen 0s,111,1.3
1.7,xglm-unseen 0s,111,1.8
2.9,xglm-unseen 0s,111,7.5
7.5,xglm-unseen 0s,111,12.1
0.564,xglm-unseen 0s,112,0.2
1.7,xglm-unseen 0s,112,1.0
2.9,xglm-unseen 0s,112,2.1
7.5,xglm-unseen 0s,112,2.6
0.564,xglm-unseen 0s,113,1.6
1.7,xglm-unseen 0s,113,2.3
2.9,xglm-unseen 0s,113,1.6
7.5,xglm-unseen 0s,113,1.6
0.564,xglm-unseen 0s,114,1.3
1.7,xglm-unseen 0s,114,1.6
2.9,xglm-unseen 0s,114,0.6
7.5,xglm-unseen 0s,114,0.5
0.564,xglm-unseen 0s,115,0.9
1.7,xglm-unseen 0s,115,2.5
2.9,xglm-unseen 0s,115,2.8
7.5,xglm-unseen 0s,115,2.8
0.564,xglm-unseen 0s,116,3.9
1.7,xglm-unseen 0s,116,15.5
2.9,xglm-unseen 0s,116,19.3
7.5,xglm-unseen 0s,116,29.7
0.564,xglm-unseen 0s,117,0.0
1.7,xglm-unseen 0s,117,0.0
2.9,xglm-unseen 0s,117,0.3
7.5,xglm-unseen 0s,117,0.2
0.564,xglm-unseen 0s,118,2.4
1.7,xglm-unseen 0s,118,4.2
2.9,xglm-unseen 0s,118,3.2
7.5,xglm-unseen 0s,118,3.8
0.564,xglm-unseen 0s,119,0.1
1.7,xglm-unseen 0s,119,0.1
2.9,xglm-unseen 0s,119,0.2
7.5,xglm-unseen 0s,119,0.1
0.564,xglm-unseen 0s,120,1.9
1.7,xglm-unseen 0s,120,3.2
2.9,xglm-unseen 0s,120,4.9
7.5,xglm-unseen 0s,120,5.2
0.564,xglm-unseen 0s,121,0.2
1.7,xglm-unseen 0s,121,0.3
2.9,xglm-unseen 0s,121,0.4
7.5,xglm-unseen 0s,121,0.2
0.564,xglm-unseen 0s,122,0.2
1.7,xglm-unseen 0s,122,0.7
2.9,xglm-unseen 0s,122,1.2
7.5,xglm-unseen 0s,122,1.4
0.564,xglm-unseen 0s,123,0.6
1.7,xglm-unseen 0s,123,1.4
2.9,xglm-unseen 0s,123,1.4
7.5,xglm-unseen 0s,123,0.6
0.564,xglm-unseen 0s,124,0.6
1.7,xglm-unseen 0s,124,1.0
2.9,xglm-unseen 0s,124,1.5
7.5,xglm-unseen 0s,124,2.0
0.564,xglm-unseen 0s,125,0.2
1.7,xglm-unseen 0s,125,0.9
2.9,xglm-unseen 0s,125,1.2
7.5,xglm-unseen 0s,125,2.1
0.564,xglm-unseen 0s,126,1.1
1.7,xglm-unseen 0s,126,1.9
2.9,xglm-unseen 0s,126,4.2
7.5,xglm-unseen 0s,126,7.0
0.564,xglm-unseen 0s,127,0.8
1.7,xglm-unseen 0s,127,1.7
2.9,xglm-unseen 0s,127,1.4
7.5,xglm-unseen 0s,127,2.0
0.564,xglm-unseen 0s,128,0.8
1.7,xglm-unseen 0s,128,1.0
2.9,xglm-unseen 0s,128,1.5
7.5,xglm-unseen 0s,128,1.5
0.564,xglm-unseen 0s,129,0.2
1.7,xglm-unseen 0s,129,1.6
2.9,xglm-unseen 0s,129,1.7
7.5,xglm-unseen 0s,129,2.2
0.564,xglm-unseen 0s,130,0.0
1.7,xglm-unseen 0s,130,0.0
2.9,xglm-unseen 0s,130,0.0
7.5,xglm-unseen 0s,130,0.0
0.564,xglm-unseen 0s,131,1.0
1.7,xglm-unseen 0s,131,4.8
2.9,xglm-unseen 0s,131,5.7
7.5,xglm-unseen 0s,131,8.2
0.564,xglm-unseen 0s,132,0.0
1.7,xglm-unseen 0s,132,0.6
2.9,xglm-unseen 0s,132,1.3
7.5,xglm-unseen 0s,132,0.8
0.564,xglm-unseen 0s,133,0.1
1.7,xglm-unseen 0s,133,0.1
2.9,xglm-unseen 0s,133,0.3
