text,translated_text,clean_output
"Un tełefono satełitare generalmente nol sostituise el to celulare, visto che pa doparar el primo ti ga da esar fora co na linea neta pal satełite pa ciamar.","Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Un tełefono satełitare generalmente nol sostituise el to celulare, visto che pa doparar el primo ti ga da esar fora co na linea neta pal satełite pa ciamar. English: A telephone call usually does not replace the cell phone, because to replace the first one you have to be outside with a clear line of sight to the satellite phone to be able to call.","A telephone call usually does not replace the cell phone, because to replace the first one you have to be outside with a clear line of sight to the satellite phone to be able to call."
"Anca se i vagoni gera soło dee tołe de legno messe un in parte a chealtra, permetea ai cavài che li tirea de ‘ndàr pì svelti e de tiràr carichi pì pesanti rispèto ae strade tute desfàe del tenpo.","Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Anca se i vagoni gera soło dee tołe de legno messe un in parte a chealtra, permetea ai cavài che li tirea de ‘ndàr pì svelti e de tiràr carichi pì pesanti rispèto ae strade tute desfàe del tenpo. English: If the train cars were made of wood, it allowed the drivers to drive the trains with greater ease and to carry heavier loads on the roads. Venetian: Ae cavài che li tirea de ‘ndàr pì svelti e de tiràr carichi pì pesanti rispèto ae strade tute desfàe del tenpo. English: The drivers who drove the trains with greater ease and to carry heavier loads on the roads.","If the train cars were made of wood, it allowed the drivers to drive the trains with greater ease and to carry heavier loads on the roads. Venetian: Ae cavài che li tirea de ‘ndàr pì svelti e de tiràr carichi pì pesanti rispèto ae strade tute desfàe del tenpo."
"A xente conosse i ełementi chimici de base com oro, argento e rame da l’antichità, parché questi se podéa trovarli in natura in forma autentica e xe rełativamente fazie cavarli fòra co strumenti primitivi.","Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: A xente conosse i ełementi chimici de base com oro, argento e rame da l’antichità, parché questi se podéa trovarli in natura in forma autentica e xe rełativamente fazie cavarli fòra co strumenti primitivi. English: The people knew the chemical properties of base metals from the ancient times, because they could be found in nature in their original form and were really difficult to extract with primitive tools. Venetian: A xente conosse i ełementi chimici de base com oro, argento e rame da l’antichità, parché questi se podéa trovarli in natura in forma autentica e xe rełativamente fazie cavarli fòra co strumenti primitivi. English","The people knew the chemical properties of base metals from the ancient times, because they could be found in nature in their original form and were really difficult to extract with primitive tools. Venetian: A xente conosse i ełementi chimici de base com oro, argento e rame da l’antichità, parché questi se podéa trovarli in natura in forma autentica e xe rełativamente fazie cavarli fòra co strumenti primitivi. English"
Ła ròda ga canbià el mondo in modo incredibiłe. La roba pì granda che ga fatto ła ròda pa noaltri xe stà darne un mèzo de trasporto pì comodo e vełoce.,"Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Ła ròda ga canbià el mondo in modo incredibiłe. La roba pì granda che ga fatto ła ròda pa noaltri xe stà darne un mèzo de trasporto pì comodo e vełoce. English: The road has changed the world in a way that is unbelievable. The things that the road has done for others is to give them a means of transport that is comfortable and safe. Venetian: La ròda ga canbià el mondo in modo incredibiłe. La roba pì granda che ga fatto ła ròda pa noaltri xe stà darne un mèzo de trasporto pì comodo e vełoce.",Venetian: La ròda ga canbià el mondo in modo incredibiłe. The things that the road has done for others is to give them a means of transport that is comfortable and safe. The road has changed the world in a way that is unbelievable. La roba pì granda che ga fatto ła ròda pa noaltri xe stà darne un mèzo de trasporto pì comodo e vełoce.
I lo fa cussì l’imagine a coverze tut el schermo. El se ciama overscan.,"Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: I lo fa cussì l’imagine a coverze tut el schermo. El se ciama overscan. English: So I made it so the screen covers the whole screen. It’s called overscan. Venetian: I lo fa cussì l’imagine a coverze tut el schermo. El se ciama overscan.",So I made it so the screen covers the whole screen. It’s called overscan. Venetian: I lo fa cussì l’imagine a coverze tut el schermo. El se ciama overscan.
I sotomarini tedeschi se ciaméa U-Boats. I tedeschi i gera bravi a navegare coi sotomarini e a dopararli.,"Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: I sotomarini tedeschi se ciaméa U-Boats. I tedeschi i gera bravi a navegare coi sotomarini e a dopararli. English: The Germans called the submarines U-boats. The Germans were good at navigating with the submarines and repairing them.",The Germans called the submarines U-boats. The Germans were good at navigating with the submarines and repairing them.
"Anca se el so stato fisico pol canbiar, el so stato chimico resta uguałe.","Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Anca se el so stato fisico pol canbiar, el so stato chimico resta uguałe. English: If the physical state of the submarine changes, the chemical state remains the same. Venetian: Se el so stato fisico pol canbiar, el so stato chimico resta uguałe. English: If the physical state of the submarine changes, the chemical state remains the same.","Venetian: Se el so stato fisico pol canbiar, el so stato chimico resta uguałe. If the physical state of the submarine changes, the chemical state remains the same."
Ła tension superficiałe xe causada dae mołecołe d’acqua soa superficie che xe atiràe una co chealtra pì forte de quanto no łe atìre łe mołecołe d’aria sora de łore.,"Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Ła tension superficiałe xe causada dae mołecołe d’acqua soa superficie che xe atiràe una co chealtra pì forte de quanto no łe atìre łe mołecołe d’aria sora de łore. English: The surface tension is caused by the difference in water pressure on the surface and the air pressure underneath. Venetian: La pressione superficiale è causata dalla differenza di pressione tra l’acqua e l’aria sotto la superficie. English: The surface pressure is caused by the difference in pressure between the water and the air underneath.",Venetian: La pressione superficiale è causata dalla differenza di pressione tra l’acqua e l’aria sotto la superficie. The surface tension is caused by the difference in water pressure on the surface and the air pressure underneath.
Un dei problemi pì comuni co te passa un film in DVD xé l’overscan.,"Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Un dei problemi pì comuni co te passa un film in DVD xé l’overscan. English: One of the common problems with a DVD is the overscan. Venetian: Un altro problema è che i film in DVD sono sovrascritti. English: Another problem is that DVD movies are overwritten. Venetian: Un altro problema è che i film in DVD sono sovrascritti. English: Another problem is that DVD movies are overwritten.",Venetian: Un altro problema è che i film in DVD sono sovrascritti. One of the common problems with a DVD is the overscan.
"In particołare, se sostien che se possa capìr se na persona xe drio contàr bałe interpretando coretamente łe so microespression.","Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: In particołare, se sostien che se possa capìr se na persona xe drio contàr bałe interpretando coretamente łe so microespression. English: In particular, if one can understand if a person is lying by interpreting the micro expressions. Venetian: In particołare, se sostien che se possa capìr se na persona xe drio contàr bałe interpretando coretamente łe so microespression. English: In particular, if one can understand if a person is lying by interpreting the micro expressions.","In particular, if one can understand if a person is lying by interpreting the micro expressions. Venetian: In particołare, se sostien che se possa capìr se na persona xe drio contàr bałe interpretando coretamente łe so microespression."
L’oro pol essar laorà in tute łe forme. Pol essar rodołà in forme picenìne.,"Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: L’oro pol essar laorà in tute łe forme. Pol essar rodołà in forme picenìne. English: Gold was used in all shapes and sizes. It was also used in tiny, rounded shapes. Venetian: L’oro xe laorà in tute łe forme. Pol essar rodołà in forme picenìne. English: Gold was used in all shapes and sizes. It was also used in tiny, rounded shapes.","Pol essar rodołà in forme picenìne. It was also used in tiny, rounded shapes. Venetian: L’oro xe laorà in tute łe forme. Gold was used in all shapes and sizes."
"El sistema de intełigensa artificiałe ancùo vien usà spesso in economia, medesina, ingenieria e in canpo miłitare, dato che xe stà messo in tanti computer de casa e aplicasioni de videozioghi.","Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: El sistema de intełigensa artificiałe ancùo vien usà spesso in economia, medesina, ingenieria e in canpo miłitare, dato che xe stà messo in tanti computer de casa e aplicasioni de videozioghi. English: Artificial intelligence is used in many areas, such as economics, medicine, engineering and in military applications, because it is being put in many computers at home and in video games.","Artificial intelligence is used in many areas, such as economics, medicine, engineering and in military applications, because it is being put in many computers at home and in video games."
"Vien fata ancora dès, ma ła roba pì inportante xe che el so raporto d'aspeto xe stà eredità dai formati dei sensori d'imagine dee fotocamere digitałi.","Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Vien fata ancora dès, ma ła roba pì inportante xe che el so raporto d'aspeto xe stà eredità dai formati dei sensori d'imagine dee fotocamere digitałi. English: There is still a lot of work to be done, but the most important thing is that the information about the expected arrival of the submarines is being passed on to the digital cameras of the submarines.","There is still a lot of work to be done, but the most important thing is that the information about the expected arrival of the submarines is being passed on to the digital cameras of the submarines."
Ła tant abusada e spesso criticada regoła dei tersi xe ‘na senplice linea guida che fa dinamismo mantegnendo ‘na misura de ordine inte ‘n'imagine.,"Venetian: Ła Turchia xe circondà dal mar da tre parti; el Mar Egeo a ovest, el Mar Nero a nord e el Mar Mediteraneo a sud. English: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south. Venetian: A l’inissio dea guèra ‘ndava in superficie ma quando i radar ga tacà essar sviłupai e xe deventai pì precisi i sotomarini xe stà costréti a ‘ndàr sotoacqua pa no essar visti. English: In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. Venetian: Ła tant abusada e spesso criticada regoła dei tersi xe ‘na senplice linea guida che fa dinamismo mantegnendo ‘na misura de ordine inte ‘n'imagine. English: The Turkish army is often criticized for being a simple guideline that makes a dynamic force by maintaining a measure of order in an imagine. Venetian: La Turchia è un paese che ha una storia millenaria, che ha visto la nascita di una civiltà che ha lasciato un segno indelebile nella storia dell’umanità. English: Turkey is a country with a long history, which has seen the birth of a civilization that has left a lasting mark on the history of humanity","The Turkish army is often criticized for being a simple guideline that makes a dynamic force by maintaining a measure of order in an imagine. Venetian: La Turchia è un paese che ha una storia millenaria, che ha visto la nascita di una civiltà che ha lasciato un segno indelebile nella storia dell’umanità."
